target_position,vacancy_id,vacancy_name,employer,town,salary_from,salary_to,salary_mid,experience,employment,schedule,published_at,url,source
Менеджер,51987817,Администратор клиентской службы,СИНЕРГИЯ,Москва,70000.0,70000.0,70000.0,Без опыта,Полный рабочий день,Не имеет значения,1779546935,https://www.superjob.ru/vakansii/administrator-klientskoj-sluzhby-51987817.html,superjob
Менеджер,50125134,Администратор зала,Мобил. Мед,Москва,65000.0,70000.0,67500.0,Без опыта,Полный рабочий день,Не имеет значения,1779543360,https://www.superjob.ru/vakansii/administrator-zala-50125134.html,superjob
Менеджер,50946094,Администратор,Образовательный холдинг СИНЕРГИЯ,Москва,70000.0,70000.0,70000.0,Без опыта,Сменный график работы,Не имеет значения,1779031774,https://www.superjob.ru/vakansii/administrator-50946094.html,superjob
Менеджер,51766024,Менеджер ресторана быстрого питания,ТАЙ ПОИНТ,Москва,90000.0,,90000.0,От 3 лет,Полный рабочий день,Не имеет значения,1779458703,https://www.superjob.ru/vakansii/menedzher-restorana-bystrogo-pitaniya-51766024.html,superjob
Менеджер,51938539,Работник ресторана в кафе,Теремок - Инвест,Москва,86000.0,129000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779272808,https://www.superjob.ru/vakansii/rabotnik-restorana-v-kafe-51938539.html,superjob
Уборщик,51964257,Мойщик посуды в столовую 5/2,Консул медиа,Москва,58000.0,,58000.0,Без опыта,Полный рабочий день,Не имеет значения,1779348143,https://www.superjob.ru/vakansii/mojschik-posudy-v-stolovuyu-5-51964257.html,superjob
Уборщик,50081857,Мойщица посуды,«Корпорация «Комета»,Москва,,80000.0,80000.0,Без опыта,Полный рабочий день,Не имеет значения,1779447492,https://www.superjob.ru/vakansii/mojschica-posudy-50081857.html,superjob
Уборщик,51029451,Мойщик посуды,Международный аэропорт Внуково,Москва,84700.0,,84700.0,Без опыта,Полный рабочий день,Не имеет значения,1779526800,https://www.superjob.ru/vakansii/mojschik-posudy-51029451.html,superjob
Уборщик,51029164,Мойщик посуды,Международный аэропорт Внуково,Москва,10000.0,,10000.0,Без опыта,Полный рабочий день,Не имеет значения,1779526800,https://www.superjob.ru/vakansii/mojschik-posudy-51029164.html,superjob
Уборщик,51209076,Мойщица/Мойщик посуды,Международный Аэропорт Внуково,Москва,77000.0,,77000.0,Без опыта,Сменный график работы,Не имеет значения,1779519660,https://www.superjob.ru/vakansii/mojschica-51209076.html,superjob
Уборщик,51554363,Мойщик посуды,Международный аэропорт Внуково,Москва,70000.0,,70000.0,Без опыта,Полный рабочий день,Не имеет значения,1779520320,https://www.superjob.ru/vakansii/mojschik-posudy-51554363.html,superjob
Уборщик,51686029,Мойщик посуды и оборудования в бизнес-зал,Московский аэропорт Домодедово,Москва,75000.0,,75000.0,Без опыта,Полный рабочий день,Не имеет значения,1779533404,https://www.superjob.ru/vakansii/mojschik-posudy-i-oborudovaniya-v-biznes-zal-51686029.html,superjob
Уборщик,51918163,"Рабочий на кухню, посудомойщица, уборщица",Детский медицинский центр Управления делами Президента РФ,Москва,60000.0,,60000.0,Без опыта,Сменный график работы,Не имеет значения,1779198105,https://www.superjob.ru/vakansii/rabochij-na-kuhnyu-51918163.html,superjob
Уборщик,51965578,Мойщик посуды кафе Дом ученых,"""НМИЦ онкологии им. Н. Н. Блохина"" Минздрава России",Москва,70000.0,70000.0,70000.0,Без опыта,Полный рабочий день,Не имеет значения,1779365203,https://www.superjob.ru/vakansii/mojschik-posudy-kafe-dom-uchenyh-51965578.html,superjob
Уборщик,51924498,Котломойщик,Индивидуальный предприниматель Лазарев Роман Николаевич,Москва,72000.0,120000.0,96000.0,От 1 года,Полный рабочий день,Не имеет значения,1779372413,https://www.superjob.ru/vakansii/kotlomojschik-51924498.html,superjob
Уборщик,51941732,Мойщик автомобилей,Major Auto (Мэйджор Авто),Москва,55000.0,55000.0,55000.0,Без опыта,Полный рабочий день,Не имеет значения,1779359248,https://www.superjob.ru/vakansii/mojschik-avtomobilej-51941732.html,superjob
Уборщик,51941735,Мойщик автомобилей в автосалон,Major Auto (Мэйджор Авто),Москва,55000.0,,55000.0,Без опыта,Полный рабочий день,Не имеет значения,1779359304,https://www.superjob.ru/vakansii/mojschik-avtomobilej-v-avtosalon-51941735.html,superjob
Уборщик,51966516,Котломойщик / Котломойщица,«НМИЦ ДГОИ им. Дмитрия Рогачева» Минздрава России,Москва,70000.0,75000.0,72500.0,Без опыта,Полный рабочий день,Не имеет значения,1779522480,https://www.superjob.ru/vakansii/kotlomojschik-51966516.html,superjob
Уборщик,51981588,Помощник официанта (ранер) в ресторан Кухня Полли (м. Строгино),"КуулКлевер (МясновЪ, Отдохни)",Москва,35000.0,45000.0,40000.0,Без опыта,Полный рабочий день,Не имеет значения,1779280528,https://www.superjob.ru/vakansii/pomoschnik-oficianta-51981588.html,superjob
Уборщик,29649847,Кухонный рабочий,Детский санаторий №15,Москва,60000.0,70000.0,65000.0,Без опыта,Полный рабочий день,Не имеет значения,1779526800,https://www.superjob.ru/vakansii/kuhonnyj-rabochij-29649847.html,superjob
Уборщик,40754676,Оператор моечного комплекса / Мойщик автомобилей,Государственное транспортное автопредприятие,Москва,55000.0,85000.0,70000.0,Без опыта,Полный рабочий день,Не имеет значения,1779103706,https://www.superjob.ru/vakansii/operator-moechnogo-kompleksa-40754676.html,superjob
Уборщик,51782850,Грузчик-котломойщик,Образовательный холдинг СИНЕРГИЯ,Москва,85000.0,85000.0,85000.0,От 1 года,Полный рабочий день,Не имеет значения,1779352411,https://www.superjob.ru/vakansii/gruzchik-kotlomojschik-51782850.html,superjob
Уборщик,51847748,Работник кухни в супермаркете,ООО АШАН,Москва,,71700.0,71700.0,Без опыта,Полный рабочий день,Не имеет значения,1779523825,https://www.superjob.ru/vakansii/rabotnik-kuhni-v-supermarkete-51847748.html,superjob
Уборщик,51860677,Работник кухни,ООО АШАН,Москва,,71700.0,71700.0,Без опыта,Полный рабочий день,Не имеет значения,1779543012,https://www.superjob.ru/vakansii/rabotnik-kuhni-51860677.html,superjob
Уборщик,51860766,Работник кухни,ООО АШАН,Москва,,71700.0,71700.0,Без опыта,Полный рабочий день,Не имеет значения,1779544600,https://www.superjob.ru/vakansii/rabotnik-kuhni-51860766.html,superjob
Уборщик,51907659,Кухонный работник в цех,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779445767,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-v-ceh-51907659.html,superjob
Уборщик,51918930,Кухонный рабочий (на лето),ГБУЗ ДС 45 для детей с гастроэнтерологической патологией ДЗМ,Москва,,,,Без опыта,Частичная занятость / Совместительство,Не имеет значения,1779195628,https://www.superjob.ru/vakansii/kuhonnyj-rabochij-51918930.html,superjob
Уборщик,51921907,Кухонный работник,ООО АШАН,Москва,,71700.0,71700.0,Без опыта,Полный рабочий день,Не имеет значения,1779542353,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-51921907.html,superjob
Уборщик,51921920,Кухонный работник в пищевой цех,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779284188,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-v-pischevoj-ceh-51921920.html,superjob
Уборщик,51921933,Кухонный работник,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779284497,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-51921933.html,superjob
Уборщик,51921956,Кухонный рабочий,ОЦДОК,Москва,61267.0,61267.0,61267.0,Без опыта,Полный рабочий день,Не имеет значения,1779190090,https://www.superjob.ru/vakansii/kuhonnyj-rabochij-51921956.html,superjob
Уборщик,51924284,Кухонный работник на производство,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779363309,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-na-proizvodstvo-51924284.html,superjob
Уборщик,51939146,Кухонный работник в пищевой цех,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779287968,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-v-pischevoj-ceh-51939146.html,superjob
Уборщик,51942269,Кухонный работник на производство,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779367533,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-na-proizvodstvo-51942269.html,superjob
Уборщик,51942625,Кухонный работник на производство,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779375400,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-na-proizvodstvo-51942625.html,superjob
Уборщик,51954478,Кухонный работник в цех,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779456447,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-v-ceh-51954478.html,superjob
Уборщик,51954500,Кухонный работник в цех,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779457274,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-v-ceh-51954500.html,superjob
Уборщик,51964810,Кухонный работник в пищевой цех,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779356167,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-v-pischevoj-ceh-51964810.html,superjob
Уборщик,51966135,Кухонный работник,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779375967,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-51966135.html,superjob
Уборщик,51983908,Кухонный работник в пищевой цех,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779360926,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-v-pischevoj-ceh-51983908.html,superjob
Уборщик,51983910,Сотрудник ресторана,Теремок - Инвест,Москва,96340.0,144510.0,120425.0,Без опыта,Полный рабочий день,Не имеет значения,1779360981,https://www.superjob.ru/vakansii/sotrudnik-restorana-51983910.html,superjob
Уборщик,51984121,Кухонный работник,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779368046,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-51984121.html,superjob
Уборщик,51985747,Кухонный работник,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779440503,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-51985747.html,superjob
Уборщик,51986515,Кухонный работник,Теремок - Инвест,Москва,93000.0,122000.0,107500.0,Без опыта,Полный рабочий день,Не имеет значения,1779459942,https://www.superjob.ru/vakansii/kuhonnyj-rabotnik-51986515.html,superjob
